"SourcePath","CU_ID","CU_HASH","Included","Dest","Handling","Score","Status","Reason"
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**兩個世界：Alpha線與Beta線 (The Two Worlds)** ^two-worlds/**Alpha/Beta 線的敘事滲漏機制概述** ^alpha-beta-bleed::U214","c2af95a7e35f","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-c2af95a7e35f","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**兩個世界：Alpha線與Beta線 (The Two Worlds)** ^two-worlds/**Alpha/Beta 線的敘事滲漏機制概述** ^alpha-beta-bleed::U215","1bd55e90a4d8","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-1bd55e90a4d8","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**兩個世界：Alpha線與Beta線 (The Two Worlds)** ^two-worlds/**Alpha/Beta 線的敘事滲漏機制概述** ^alpha-beta-bleed::U216","3ccc602e9876","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-3ccc602e9876","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**兩個世界：Alpha線與Beta線 (The Two Worlds)** ^two-worlds/**Alpha/Beta 線的敘事滲漏機制概述** ^alpha-beta-bleed::U217","4516140a4335","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-4516140a4335","REPHRASED","0.8","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**兩個世界：Alpha線與Beta線 (The Two Worlds)** ^two-worlds/**Alpha/Beta 線的敘事滲漏機制概述** ^alpha-beta-bleed::U218","58b63e273b96","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-58b63e273b96","ARCHIVED","1","PASS","structural-unit-archived"
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**情緒守恆定律 (Law of Emotional Conservation) - 世界的隱藏平衡**::U219","c44b1a86a20b","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-c44b1a86a20b","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**情緒守恆定律 (Law of Emotional Conservation) - 世界的隱藏平衡**::U220","bb3813f79703","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-bb3813f79703","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**情緒守恆定律 (Law of Emotional Conservation) - 世界的隱藏平衡**::U221","0edbb85eb27a","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-0edbb85eb27a","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**情緒守恆定律 (Law of Emotional Conservation) - 世界的隱藏平衡**::U222","8d763853aa3a","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-8d763853aa3a","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**情緒守恆定律 (Law of Emotional Conservation) - 世界的隱藏平衡**::U223","3cbb92490089","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-3cbb92490089","REPHRASED","0.92","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**情緒守恆定律 (Law of Emotional Conservation) - 世界的隱藏平衡**::U224","da4256a2606f","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-da4256a2606f","REPHRASED","0.9","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**情緒守恆定律 (Law of Emotional Conservation) - 世界的隱藏平衡**::U225","a9f03131406e","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-a9f03131406e","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**情緒守恆定律 (Law of Emotional Conservation) - 世界的隱藏平衡**::U226","b1d870ff3b22","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-b1d870ff3b22","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**鏡像法則 (The Mirror Law) - 真實的反映媒介**::U227","5647de8411c8","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-5647de8411c8","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**鏡像法則 (The Mirror Law) - 真實的反映媒介**::U228","ada512140266","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-ada512140266","REPHRASED","0.89","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**鏡像法則 (The Mirror Law) - 真實的反映媒介**::U229","1ca8ff527e48","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-1ca8ff527e48","REPHRASED","0.93","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**鏡像法則 (The Mirror Law) - 真實的反映媒介**::U230","eea7085a3512","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-eea7085a3512","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂潛航規則 (Rules for Soul Dive) - 進入【心房】的代價**::U231","121a72c7f1f8","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-121a72c7f1f8","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂潛航規則 (Rules for Soul Dive) - 進入【心房】的代價**::U232","0c6643c59ba9","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-0c6643c59ba9","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂潛航規則 (Rules for Soul Dive) - 進入【心房】的代價**::U233","986e4c3a8bec","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-986e4c3a8bec","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂潛航規則 (Rules for Soul Dive) - 進入【心房】的代價**::U234","8d058da35d7f","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-8d058da35d7f","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂潛航規則 (Rules for Soul Dive) - 進入【心房】的代價**::U235","7ad611f3339b","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-7ad611f3339b","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂潛航規則 (Rules for Soul Dive) - 進入【心房】的代價**::U236","a577b26e11f4","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-a577b26e11f4","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂潛航規則 (Rules for Soul Dive) - 進入【心房】的代價**::U237","38166b3e3165","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-38166b3e3165","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂潛航規則 (Rules for Soul Dive) - 進入【心房】的代價**::U238","0f8671f3bb65","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-0f8671f3bb65","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂潛航規則 (Rules for Soul Dive) - 進入【心房】的代價**::U239","ebe074eaf6d3","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-ebe074eaf6d3","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂潛航規則 (Rules for Soul Dive) - 進入【心房】的代價**::U240","84bca9a49136","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-84bca9a49136","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂潛航規則 (Rules for Soul Dive) - 進入【心房】的代價**::U241","02f82cf6d309","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-02f82cf6d309","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂潛航規則 (Rules for Soul Dive) - 進入【心房】的代價**::U242","6ae913bb45f8","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-6ae913bb45f8","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂潛航規則 (Rules for Soul Dive) - 進入【心房】的代價**::U243","eaa2fa73716c","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-eaa2fa73716c","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂潛航規則 (Rules for Soul Dive) - 進入【心房】的代價**::U244","3644867e220f","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-3644867e220f","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂穿越與時間循環法則 (Soul Traversal and Temporal Loop Mechanism)**::U245","c7007fd9e991","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-c7007fd9e991","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂穿越與時間循環法則 (Soul Traversal and Temporal Loop Mechanism)**::U246","7d410a602061","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-7d410a602061","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂穿越與時間循環法則 (Soul Traversal and Temporal Loop Mechanism)**::U247","02c0e5a7be1c","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-02c0e5a7be1c","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂穿越與時間循環法則 (Soul Traversal and Temporal Loop Mechanism)**::U248","fb2b28b37379","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-fb2b28b37379","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂穿越與時間循環法則 (Soul Traversal and Temporal Loop Mechanism)**::U249","4e6e0e009df5","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-4e6e0e009df5","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂穿越與時間循環法則 (Soul Traversal and Temporal Loop Mechanism)**::U250","63c84be4e41f","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-63c84be4e41f","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂穿越與時間循環法則 (Soul Traversal and Temporal Loop Mechanism)**::U251","4eedccc90361","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-4eedccc90361","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂穿越與時間循環法則 (Soul Traversal and Temporal Loop Mechanism)**::U252","cbd135d847a3","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-cbd135d847a3","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂穿越與時間循環法則 (Soul Traversal and Temporal Loop Mechanism)**::U253","116bc396b56f","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-116bc396b56f","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂穿越與時間循環法則 (Soul Traversal and Temporal Loop Mechanism)**::U254","6676ba0bdeac","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-6676ba0bdeac","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂穿越與時間循環法則 (Soul Traversal and Temporal Loop Mechanism)**::U255","c59a9fd1050b","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-c59a9fd1050b","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂穿越與時間循環法則 (Soul Traversal and Temporal Loop Mechanism)**::U256","53284fc65785","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-53284fc65785","REPHRASED","0.9","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂穿越與時間循環法則 (Soul Traversal and Temporal Loop Mechanism)**::U257","e4b6e8458987","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-e4b6e8458987","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂穿越與時間循環法則 (Soul Traversal and Temporal Loop Mechanism)**::U258","05eb9396435a","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-05eb9396435a","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂穿越與時間循環法則 (Soul Traversal and Temporal Loop Mechanism)**::U259","11c3699757a1","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-11c3699757a1","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂穿越與時間循環法則 (Soul Traversal and Temporal Loop Mechanism)**::U260","383651b3d8be","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-383651b3d8be","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**靈魂穿越與時間循環法則 (Soul Traversal and Temporal Loop Mechanism)**::U261","3cda7312caf9","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-3cda7312caf9","REPHRASED","0.86","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**預設命運與打破循環的代價 (Predestined Fate and the Cost of Breaking Loops)**::U262","ff6b9a3ecce7","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-ff6b9a3ecce7","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**預設命運與打破循環的代價 (Predestined Fate and the Cost of Breaking Loops)**::U263","ab4a08da72ce","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-ab4a08da72ce","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**預設命運與打破循環的代價 (Predestined Fate and the Cost of Breaking Loops)**::U264","382197e36b8f","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-382197e36b8f","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**預設命運與打破循環的代價 (Predestined Fate and the Cost of Breaking Loops)**::U265","2a63adf8e81f","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-2a63adf8e81f","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**預設命運與打破循環的代價 (Predestined Fate and the Cost of Breaking Loops)**::U266","a527c1b404e3","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-a527c1b404e3","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**預設命運與打破循環的代價 (Predestined Fate and the Cost of Breaking Loops)**::U267","ce4712d65fc2","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-ce4712d65fc2","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**預設命運與打破循環的代價 (Predestined Fate and the Cost of Breaking Loops)**::U268","b24e3919c86c","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-b24e3919c86c","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**預設命運與打破循環的代價 (Predestined Fate and the Cost of Breaking Loops)**::U269","42045850b2d1","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-42045850b2d1","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**預設命運與打破循環的代價 (Predestined Fate and the Cost of Breaking Loops)**::U270","48d9d7b6af53","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-48d9d7b6af53","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**核心概念與法則詳解**/**預設命運與打破循環的代價 (Predestined Fate and the Cost of Breaking Loops)**::U271","58b63e273b96","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-58b63e273b96","ARCHIVED","1","PASS","structural-unit-archived"
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**零點滲漏（Zero Point Leakage）機制** ^零點滲漏::U272","b5915474e6cd","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-b5915474e6cd","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**零點滲漏（Zero Point Leakage）機制** ^零點滲漏/**機制定義與本質**::U273","f3a2391323f3","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-f3a2391323f3","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**零點滲漏（Zero Point Leakage）機制** ^零點滲漏/**機制定義與本質**::U274","c8e5af619bfc","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-c8e5af619bfc","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**零點滲漏（Zero Point Leakage）機制** ^零點滲漏/**機制定義與本質**::U275","588d67faeb29","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-588d67faeb29","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**零點滲漏（Zero Point Leakage）機制** ^零點滲漏/**機制定義與本質**::U276","f0341ffa9a97","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-f0341ffa9a97","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**零點滲漏（Zero Point Leakage）機制** ^零點滲漏/**機制定義與本質**::U277","8119732734d2","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-8119732734d2","REPHRASED","0.92","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**零點滲漏（Zero Point Leakage）機制** ^零點滲漏/**機制定義與本質**::U278","c60d6fc322c1","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-c60d6fc322c1","REPHRASED","1","PASS",""
"backup/screenwriter/03_Worldview_Setting.md","03_Worldview_Setting::H**世界地理與勢力**/**世界哲學基礎：三位一體光譜 (The Trinity Spectrum)** ^trinity-spectrum/**零點滲漏（Zero Point Leakage）機制** ^零點滲漏/**機制定義與本質**::U279","7265a8ff6619","YES","legacy/source-backup-screenwriter-03-worldview-setting-md.md#cu-7265a8ff6619","REPHRASED","1","PASS",""
